site_id,building_id,primary_use,square_feet,year_built,floor_count,EUI,chilled_water,steam,hotwater,EUIR,HDD18,CDD18,EUIC,EPIn_s,EPIn_w,EPIw_s,EPIw_w,EPIt_s,EPIt_a,NWH_sm_lv,NWH_wt_lv,WKD_sm_lv,WKD_wt_lv,TRS_sp_lv,TRS_at_lv
0,9,Office,27000,2010,0,40.9,1,0,0,79.57,326,2095,3,0.7,0.43,0.75,0.4,1.02,1.15,60.41,7.35,46.73,5.1,57.55,85.71
0,15,Office,83957,1974,0,26.5,1,0,0,73.84,326,2095,2,0.66,0.65,0.8,0.81,1.08,1.07,51.43,46.33,61.63,63.88,72.04,69.39
0,17,Office,15250,1980,0,67.4,0,0,0,86.74,326,2095,3,0.61,0.78,0.78,1.05,1.32,1.26,38.78,77.14,55.71,99.59,93.47,94.29
0,19,Office,18717,2004,0,81.2,0,0,0,88.53,326,2095,3,0.76,0.8,0.81,0.92,0.75,0.87,75.31,81.63,64.9,87.55,18.78,31.43
0,21,Office,7043,1990,0,82.2,0,0,0,88.89,326,2095,3,0.78,0.67,0.89,0.81,0.69,1.02,78.98,50.61,86.73,63.88,13.27,56.33
0,25,Office,103286,1969,0,27.8,0,0,0,75.27,326,2095,3,0.58,0.63,0.51,0.53,0.81,0.86,33.88,41.84,12.24,13.27,24.49,30.2
0,26,Office,26953,2005,0,49.1,0,0,0,82.08,326,2095,3,0.43,0.45,0.8,0.96,1.05,1.1,11.02,10.41,61.63,92.45,64.69,76.12
0,28,Office,52957,2016,0,34.7,1,0,0,78.14,326,2095,3,0.84,0.78,0.88,0.87,0.84,0.9,88.57,77.14,84.9,76.73,29.39,35.71
0,32,Office,48392,2005,0,58.7,0,0,0,84.59,326,2095,3,0.51,0.44,0.65,0.69,1.09,1.27,24.29,9.18,30.82,35.92,73.88,94.9
0,38,Office,12769,2013,0,348.3,0,0,0,91.04,326,2095,3,0.95,0.94,0.96,1.01,1.15,1.27,99.39,97.55,95.51,98.37,82.24,94.9
0,39,Office,64619,1969,0,42.5,0,0,0,80.29,326,2095,3,0.77,0.82,0.79,0.86,0.98,1.03,77.96,86.73,58.37,74.69,46.73,58.37
0,41,Office,93860,1968,0,15.8,0,0,0,57.71,326,2095,2,0.87,0.88,0.95,1.01,0.86,1.13,93.47,94.29,94.08,98.37,31.22,83.88
0,55,Office,16726,2011,0,62,1,0,0,85.3,326,2095,3,0.75,0.65,0.95,1.04,1.27,1.19,72.45,46.33,94.08,99.18,92.45,88.78
0,79,Office,36240,2010,0,137.9,0,0,0,89.96,326,2095,3,0.87,0.87,0.86,0.93,0.87,0.9,93.47,93.06,81.84,89.59,32.65,35.71
0,80,Office,156111,2001,0,88,0,0,0,89.25,326,2095,3,0.72,0.76,0.94,0.98,0.87,0.83,63.47,71.63,92.86,95.51,32.65,26.53
0,82,Office,10743,1974,0,37.5,1,0,0,78.49,326,2095,3,0.64,0.76,1.02,1.01,0.83,1.1,46.73,71.63,98.98,98.37,27.14,76.12
0,84,Office,4038,1986,0,48.1,0,0,0,81.72,326,2095,3,0.55,0.54,0.79,0.69,0.67,0.68,30,22.86,58.37,35.92,12.04,13.47
0,92,Office,10779,1970,0,64,1,0,0,85.66,326,2095,3,0.81,0.81,0.8,0.99,1.06,1.1,84.49,84.29,61.63,96.53,67.14,76.12
0,93,Office,33370,1982,0,42.8,0,0,0,80.65,326,2095,3,0.81,0.81,0.85,0.88,1.08,1.12,84.49,84.29,79.59,80.41,72.04,81.22
0,99,Office,2260,2016,0,65.7,0,0,0,86.38,326,2095,3,0.62,0.58,0.76,0.68,0.78,0.76,42.04,28.16,48.98,34.29,21.63,18.37
0,101,Office,18860,1986,0,49.6,0,0,0,82.44,326,2095,3,0.68,0.47,0.97,0.97,1.19,0.99,56.12,12.45,96.73,93.88,87.35,50.2
0,102,Office,15876,1983,0,56.8,0,0,0,83.87,326,2095,3,0.72,0.7,0.97,0.92,0.23,0.49,63.47,57.96,96.73,87.55,0.82,2.86
0,104,Office,45330,2003,0,74.9,0,0,0,88.17,326,2095,3,0.86,0.71,0.95,1,0.93,1.09,92.24,60.61,94.08,97.35,39.18,73.67
1,140,Office,50020,0,11,5.4,0,0,0,7.89,2495,200,1,0.65,0.69,0.68,0.61,0.83,1.1,48.78,54.9,34.29,19.8,27.14,76.12
1,141,Office,44789,1919,5,11.4,0,0,0,39.43,2495,200,2,0.61,0.58,0.65,0.64,0.87,1.2,38.78,28.16,30.82,26.53,32.65,89.8
1,142,Office,45348,0,4,6.8,0,0,0,17.74,2495,200,1,0.68,0.69,0.72,0.73,1.03,1.1,56.12,54.9,42.04,43.27,59.8,76.12
1,143,Office,40085,0,4,11.5,0,0,0,40.14,2495,200,2,0.54,10.57,0.61,0.52,0.75,1.06,28.57,99.59,23.67,12.04,18.78,66.33
1,146,Office,31614,1956,8,5.4,0,0,0,7.89,2495,200,1,0.79,0.81,0.82,0.83,1.52,0.81,80.41,84.29,70,67.55,97.35,22.24
1,147,Office,82548,1977,7,16.8,0,0,0,61.29,2495,200,2,0.74,0.75,0.74,0.69,1.07,1.09,70,68.16,44.9,35.92,69.39,73.67
1,148,Office,174601,1960,12,9.5,0,0,0,31.9,2495,200,2,0.51,0.44,0.63,0.5,0.76,0.89,24.29,9.18,26.12,10.61,19.59,34.08
1,149,Office,81881,1960,8,11.6,0,0,0,41.22,2495,200,2,0.67,0.64,0.86,0.8,0.99,0.93,53.88,44.29,81.84,61.43,49.59,39.59
1,150,Office,65657,1955,8,55,0,0,0,83.15,2495,200,3,0.75,0.75,0.8,0.77,0.9,0.93,72.45,68.16,61.63,55.1,36.33,39.59
1,151,Office,30495,1997,8,14.7,0,0,0,55.2,2495,200,2,0.62,0.54,0.66,0.58,0.66,0.96,42.04,22.86,32.24,18.16,11.22,44.69
1,152,Office,10301,1970,2,11.6,0,0,0,41.22,2495,200,2,0.66,0.62,0.72,0.64,1.35,1.22,51.43,38.78,42.04,26.53,94.29,91.02
1,153,Office,16092,1965,3,11.2,0,0,0,39.07,2495,200,2,0.66,0.68,0.63,0.69,0.91,1.05,51.43,52.45,26.12,35.92,37.55,64.69
1,154,Office,34455,1907,8,58.2,0,0,0,84.23,2495,200,3,0.76,0.77,0.74,0.74,1.03,0.89,75.31,74.69,44.9,45.71,59.8,34.08
1,155,Office,51688,1930,8,13.8,0,0,0,53.23,2495,200,2,0.66,0.65,0.69,0.76,1.09,1.02,51.43,46.33,36.33,50.82,73.88,56.33
2,157,Office,5258,0,0,144,0,0,0,90.68,461,3000,3,0.49,0.5,0.84,0.79,0.78,0.92,18.78,16.33,77.14,60,21.63,37.96
2,158,Office,10135,0,0,15.5,0,0,0,57.35,461,3000,2,0.44,0.63,0.62,0.62,0.57,0.66,12.45,41.84,24.49,21.84,5.31,10.41
2,171,Office,131797,1968,0,2.4,1,0,1,0.36,461,3000,1,0.22,0.5,0.9,0.65,2.56,0.76,1.02,16.33,87.96,28.98,100,18.37
2,172,Office,121440,1983,0,8.6,1,0,0,27.78,461,3000,2,0.71,0.75,0.77,0.74,1.25,1.12,61.43,68.16,52.45,45.71,91.22,81.22
2,178,Office,23392,0,0,10.3,1,0,0,36.2,461,3000,2,0.57,0.43,0.52,0.38,1.13,1.15,32.65,7.35,13.27,4.49,79.8,85.71
2,188,Office,23549,1941,0,7.1,1,0,0,20.61,461,3000,1,0.75,0.62,0.78,0.65,0.86,0.82,72.45,38.78,55.71,28.98,31.22,24.29
2,194,Office,155682,0,0,6.8,1,0,0,17.74,461,3000,1,0.65,0.7,0.81,0.88,0.94,1.07,48.78,57.96,64.9,80.41,40,69.39
2,198,Office,163959,2004,0,7.1,1,0,0,20.61,461,3000,1,0.65,0.76,0.59,0.75,1.02,0.81,48.78,71.63,21.43,47.55,57.55,22.24
2,226,Office,74180,1930,0,6,1,0,1,11.83,461,3000,1,0.54,0.51,0.83,0.88,1.01,0.94,28.57,19.18,74.69,80.41,55.51,41.22
2,238,Office,45017,0,0,25.4,1,0,0,73.12,461,3000,2,0.84,0.81,0.92,0.97,1.05,0.94,88.57,84.29,90.61,93.88,64.69,41.22
2,246,Office,202435,1967,0,15.4,1,0,1,56.81,461,3000,2,0.85,0.86,0.89,0.88,1.02,1,90.61,91.84,86.73,80.41,57.55,53.06
2,264,Office,83660,1973,0,11.7,1,0,1,42.11,461,3000,2,0.8,0.79,0.76,0.75,1.19,1.2,82.65,79.59,48.98,47.55,87.35,89.8
2,265,Office,118966,1988,0,9,1,0,0,29.57,461,3000,2,0.51,0.62,0.64,0.62,1.01,1.04,24.29,38.78,28.37,21.84,55.51,61.84
2,270,Office,29778,0,0,6.6,1,0,0,16.49,461,3000,1,0.46,0.41,0.42,0.33,1.03,1.17,15.1,5.1,5.51,2.45,59.8,87.76
2,273,Office,140345,0,0,10.4,1,0,0,36.56,461,3000,2,0.62,0.77,0.64,0.88,1.38,1.28,42.04,74.69,28.37,80.41,95.1,95.51
2,274,Office,42214,1985,0,6.6,0,0,0,16.49,461,3000,1,0.32,0.44,0.46,0.41,0.46,0.64,4.49,9.18,8.57,6.12,2.45,8.16
2,275,Office,70832,2014,0,17.9,0,0,0,63.44,461,3000,2,0.73,0.7,0.79,0.73,0.77,0.84,66.73,57.96,58.37,43.27,20.2,28.57
2,276,Office,70837,2014,0,22.2,0,0,0,69.18,461,3000,2,0.74,0.76,0.82,0.78,0.78,0.88,70,71.63,70,58.16,21.63,32.45
2,278,Office,148101,0,0,9.5,0,0,0,31.9,461,3000,2,0.47,0.56,0.59,0.67,0.7,0.73,15.71,25.1,21.43,32.65,14.69,15.92
2,282,Office,28750,0,0,5.7,1,0,0,10.04,461,3000,1,0.48,0.4,0.44,0.34,1.12,1.08,16.73,4.29,6.73,2.86,78.57,72.24
2,287,Office,33713,1956,0,9.5,1,0,1,31.9,461,3000,2,0.67,0.59,0.74,0.62,1.05,1.07,53.88,31.84,44.9,21.84,64.69,69.39
2,290,Office,51732,1966,0,11.8,1,0,0,43.19,461,3000,2,0.24,0.36,0.91,0.78,1,1.04,1.84,1.84,89.18,58.16,52.65,61.84
3,293,Office,408000,2010,0,12.7,0,0,0,47.31,2042,1135,2,0.78,0.72,0.76,0.77,0.92,0.89,78.98,62.45,48.98,55.1,38.57,34.08
3,305,Office,8637,0,0,53.6,0,0,0,82.8,2042,1135,3,0.59,0.8,0.77,0.86,0.53,0.64,35.51,81.63,52.45,74.69,4.9,8.16
3,317,Office,16098,0,0,23.4,0,0,0,71.68,2042,1135,2,0.65,0.58,0.71,0.76,0.71,0.48,48.78,28.16,39.59,50.82,16.12,2.45
3,318,Office,105000,0,0,19.3,0,0,0,65.95,2042,1135,2,0.91,0.95,0.97,0.98,0.63,0.63,97.96,98.16,96.73,95.51,8.98,6.94
3,335,Office,229000,2010,0,16.1,0,0,0,58.78,2042,1135,2,0.37,0.54,0.48,0.62,0.96,0.91,6.73,22.86,10.2,21.84,42.65,36.73
3,375,Office,850354,1989,0,21.6,0,0,0,67.74,2042,1135,2,0.77,0.85,0.81,0.86,0.88,0.86,77.96,91.02,64.9,74.69,34.08,30.2
3,376,Office,585955,1942,0,13.6,0,0,0,51.79,2042,1135,2,0.9,0.84,0.91,0.84,0.58,0.83,96.73,89.8,89.18,70.61,6.12,26.53
3,384,Office,13728,0,0,13,0,0,0,48.92,2042,1135,2,0.79,0.89,0.95,0.92,0.74,0.64,80.41,95.51,94.08,87.55,17.96,8.16
3,390,Office,34400,0,0,21.7,0,0,0,68.28,2042,1135,2,0.41,0.68,0.67,0.75,0.83,0.76,9.39,52.45,32.86,47.55,27.14,18.37
3,435,Office,29916,2002,0,16,0,0,0,58.24,2042,1135,2,0.56,0.7,0.64,0.67,0.7,0.91,31.43,57.96,28.37,32.65,14.69,36.73
3,439,Office,62205,0,0,14.3,0,0,0,54.12,2042,1135,2,0.72,0.66,0.82,0.77,0.78,0.76,63.47,48.78,70,55.1,21.63,18.37
3,448,Office,328760,1904,0,18.4,0,0,0,64.52,2042,1135,2,0.84,0.71,0.82,0.78,0.98,0.93,88.57,60.61,70,58.16,46.73,39.59
3,465,Office,6400,0,0,44.9,0,0,0,81,2042,1135,3,0.76,0.77,1.02,0.95,0.58,0.54,75.31,74.69,98.98,91.84,6.12,5.31
3,468,Office,40000,0,0,12.9,0,0,0,48.21,2042,1135,2,0.67,0.61,0.87,0.97,0.61,0.65,53.88,36.53,83.47,93.88,7.96,9.59
3,475,Office,474680,1986,0,16.7,0,0,0,60.75,2042,1135,2,0.84,0.81,0.85,0.93,0.75,0.8,88.57,84.29,79.59,89.59,18.78,21.02
3,480,Office,30000,0,0,4.9,0,0,0,4.12,2042,1135,1,0.56,0.66,0.63,0.73,0.6,0.67,31.43,48.78,26.12,43.27,7.35,11.84
3,520,Office,27600,0,0,16.5,0,0,0,59.86,2042,1135,2,0.24,0.38,0.45,0.4,0.67,0.77,1.84,3.06,7.55,5.1,12.04,19.59
3,522,Office,8000,0,0,22.2,0,0,0,69.18,2042,1135,2,0.74,0.82,1,0.97,0.73,0.76,70,86.73,97.55,93.88,17.14,18.37
3,551,Office,30525,0,0,61.9,0,0,0,84.95,2042,1135,3,0.84,0.88,0.93,0.92,0.7,0.81,88.57,94.29,91.84,87.55,14.69,22.24
3,558,Office,89315,0,0,3.4,0,0,0,1.43,2042,1135,1,0.83,0.78,0.85,0.77,0.48,0.45,86.94,77.14,79.59,55.1,2.86,1.43
3,560,Office,340000,2010,0,16.5,0,0,0,59.86,2042,1135,2,0.38,0.32,0.44,0.32,0.82,0.69,7.55,1.22,6.73,1.84,25.51,14.69
3,561,Office,295000,0,0,27.5,0,0,0,74.55,2042,1135,2,0.49,0.38,0.57,0.36,0.91,0.82,18.78,3.06,19.18,3.47,37.55,24.29
3,563,Office,31346,0,0,14.8,0,0,0,55.73,2042,1135,2,0.62,0.62,0.78,0.78,0.59,0.51,42.04,38.78,55.71,58.16,6.94,4.29
5,684,Office,152471,1919,3,6.3,0,0,0,13.98,2650,49,1,0.59,0.54,0.69,0.61,1.25,1.33,35.51,22.86,36.33,19.8,91.22,96.94
5,685,Office,270034,1976,5,11.9,0,0,0,44.44,2650,49,2,0.59,0.5,0.58,0.46,1.02,1.04,35.51,16.33,20.41,8.37,57.55,61.84
5,687,Office,36221,1976,4,9.3,0,0,0,30.65,2650,49,2,0.22,0.2,0.24,0.13,2.05,0.26,1.02,0.61,1.63,0.41,99.59,0.41
5,688,Office,52302,1966,2,2.8,0,0,0,0.72,2650,49,1,0.5,0.43,0.5,0.32,1.71,2.06,21.43,7.35,11.22,1.84,97.96,99.59
5,689,Office,11442,1976,1,11.7,0,0,0,42.11,2650,49,2,0.49,0.5,0.6,0.66,0.94,0.87,18.78,16.33,22.65,30.82,40,31.43
5,693,Office,57436,1976,3,12.3,0,0,0,46.24,2650,49,2,0.49,0.46,0.45,0.42,0.82,0.75,18.78,11.43,7.55,7.14,25.51,16.94
6,746,Office,17879,0,0,29.1,0,0,0,76.34,2063,1018,3,0.83,0.87,0.82,0.88,1.08,1.04,86.94,93.06,70,80.41,72.04,61.84
6,748,Office,32766,0,0,9.6,1,0,0,32.97,2063,1018,2,0.69,0.72,0.71,0.73,1.17,1.16,58.37,62.45,39.59,43.27,85.1,86.94
6,755,Office,42129,0,0,5.1,1,0,0,5.38,2063,1018,1,0.47,0.49,0.55,0.61,1.39,1.23,15.71,14.29,15.92,19.8,95.51,91.63
6,760,Office,49990,0,0,28.1,0,0,0,75.99,2063,1018,3,0.49,0.47,0.77,0.96,1.44,1.38,18.78,12.45,52.45,92.45,96.33,98.37
6,766,Office,64818,0,0,10.2,0,1,0,35.84,2063,1018,2,0.45,0.5,0.52,0.52,0.64,0.67,14.08,16.33,13.27,12.04,9.59,11.84
6,767,Office,70042,0,0,25.2,1,1,0,72.76,2063,1018,2,0.82,0.83,0.82,0.89,1.12,0.96,85.71,88.16,70,84.08,78.57,44.69
6,775,Office,104355,0,0,13.1,0,0,0,49.46,2063,1018,2,0.8,0.82,0.82,0.83,1.06,1.06,82.65,86.73,70,67.55,67.14,66.33
6,776,Office,104667,0,0,7.2,1,1,0,21.51,2063,1018,1,0.53,0.56,0.68,0.65,1.08,0.98,27.35,25.1,34.29,28.98,72.04,48.16
9,874,Office,181805,0,0,22.2,1,0,0,69.18,710,1941,2,0.69,0.77,0.88,0.89,1.11,1.08,58.37,74.69,84.9,84.08,76.94,72.24
9,910,Office,60096,0,0,9.2,1,1,0,30.11,710,1941,2,0.59,0.63,0.8,0.84,1.04,1.01,35.51,41.84,61.63,70.61,61.84,55.31
9,930,Office,20917,0,0,8.4,0,0,0,26.7,710,1941,2,0.73,0.75,1.01,0.98,1.08,1.04,66.73,68.16,98.16,95.51,72.04,61.84
9,935,Office,16135,0,0,11.1,1,0,0,38.71,710,1941,2,0.8,0.8,0.82,0.83,1.04,1.03,82.65,81.63,70,67.55,61.84,58.37
9,945,Office,332447,0,0,7.2,1,1,0,21.51,710,1941,1,0.61,0.59,0.65,0.63,0.95,1.04,38.78,31.84,30.82,23.88,41.22,61.84
9,951,Office,103924,0,0,12.2,1,1,0,45.7,710,1941,2,0.76,0.74,0.91,0.82,1.07,1.15,75.31,65.92,89.18,65.92,69.39,85.71
9,956,Office,86167,0,0,5.1,1,1,0,5.38,710,1941,1,0.43,0.42,0.56,0.42,0.97,1.03,11.02,5.92,17.96,7.14,44.29,58.37
9,973,Office,193960,0,0,7.4,1,1,0,22.58,710,1941,1,0.63,0.63,0.65,0.65,1.11,1.11,45.1,41.84,30.82,28.98,76.94,78.57
9,977,Office,8837,0,0,71.5,0,0,0,87.46,710,1941,3,0.65,0.65,0.77,0.77,0.88,1.3,48.78,46.33,52.45,55.1,34.08,95.92
9,985,Office,34758,0,0,5.9,0,0,0,10.93,710,1941,1,0.71,0.69,0.75,0.75,0.95,1.06,61.43,54.9,46.73,47.55,41.22,66.33
9,986,Office,34072,0,0,13.6,0,0,0,51.79,710,1941,2,0.55,0.6,0.77,0.86,0.77,0.83,30,34.49,52.45,74.69,20.2,26.53
9,988,Office,24463,0,0,11.8,0,0,0,43.19,710,1941,2,0.89,0.87,0.94,0.94,1,1,95.51,93.06,92.86,91.02,52.65,53.06
9,990,Office,82939,0,0,9.5,1,0,0,31.9,710,1941,2,0.51,0.43,0.64,0.56,1.07,1.1,24.29,7.35,28.37,16.73,69.39,76.12
9,992,Office,51483,0,0,5,1,1,0,4.66,710,1941,1,0.52,0.52,0.55,0.53,1.1,1.11,26.33,21.02,15.92,13.27,75.31,78.57
9,997,Office,38173,0,0,11.8,1,1,0,43.19,710,1941,2,0.51,0.66,0.5,0.63,0.99,0.97,24.29,48.78,11.22,23.88,49.59,46.53
10,1005,Office,26325,0,1,6.5,0,0,0,15.77,3100,780,1,0.55,0.63,1.29,0.64,1.025,0.82,30,41.84,99.59,26.53,58.78,24.29
10,1006,Office,26948,0,1,16,0,0,0,58.24,3100,780,2,0.73,0.88,0.79,0.88,1.41,1.36,66.73,94.29,58.37,80.41,95.92,97.76
10,1007,Office,41933,0,2,7.9,0,0,0,24.01,3100,780,1,0.45,0.62,0.55,0.64,0.73,0.65,14.08,38.78,15.92,26.53,17.14,9.59
10,1014,Office,43094,0,3,10.8,0,0,0,37.63,3100,780,2,0.32,0.51,0.31,0.54,0.9,0.89,4.49,19.18,2.65,14.69,36.33,34.08
12,1035,Office,14585,0,0,9,0,0,0,29.57,3011,36,2,0.63,0.67,0.82,0.8,0.98,1,45.1,50.61,70,61.43,46.73,53.06
12,1036,Office,54207,0,0,6.9,0,0,0,18.64,3011,36,1,0.49,0.51,0.65,0.64,0.99,0.96,18.78,19.18,30.82,26.53,49.59,44.69
12,1040,Office,126960,0,0,16.7,0,0,0,60.75,3011,36,2,0.57,0.6,0.72,0.71,1,0.95,32.65,34.49,42.04,38.16,52.65,42.65
12,1042,Office,29547,0,0,21.7,0,0,0,68.28,3011,36,2,0.62,0.6,0.72,0.69,0.94,0.89,42.04,34.49,42.04,35.92,40,34.08
12,1043,Office,27889,0,0,41.9,0,0,0,79.93,3011,36,3,0.86,0.86,0.92,0.94,1.01,0.95,92.24,91.84,90.61,91.02,55.51,42.65
12,1045,Office,33530,0,0,4.5,0,0,0,2.87,3011,36,1,0.44,0.49,0.58,0.63,1.16,1.05,12.45,14.29,20.41,23.88,83.47,64.69
